index,word,word_insert_time,pronouncation,meaning,meaning_insert_time
aa-ki,あきコレ,2019/08/10 19:29:53,,,
aa-ki,秋雨前線,2019/08/10 19:29:53,,,
aa-ki,あきさめぜんせん,2019/08/10 19:29:53,,,
aa-ki,秋渋系,2019/08/10 19:29:53,,,
aa-ki,アキシブ系,2019/08/10 19:29:53,,,
aa-ki,飽き性,2019/08/10 19:29:53,,,
aa-ki,厭き性,2019/08/10 19:29:53,,,
aa-ki,あきしょう,2019/08/10 19:29:53,,,
aa-ki,秋巡業,2019/08/10 19:29:53,,,
aa-ki,あきじゅんぎょう,2019/08/10 19:29:53,,,
aa-ki,空き巣,2019/08/10 19:29:53,,,
aa-ki,明き巣,2019/08/10 19:29:53,,,
aa-ki,あきす,2019/08/10 19:29:53,,,
aa-ki,秋田竿燈,2019/08/10 19:29:53,,,
aa-ki,あきたかんとう,2019/08/10 19:29:53,,,
aa-ki,秋田県警,2019/08/10 19:29:53,,,
aa-ki,あきたけんけい,2019/08/10 19:29:53,,,
aa-ki,秋田富士,2019/08/10 19:29:53,,,
aa-ki,あきたふじ,2019/08/10 19:29:53,,,
aa-ki,飽き足らず,2019/08/10 19:29:53,,,
aa-ki,あきたらず,2019/08/10 19:29:53,,,
aa-ki,春夏冬,2019/08/10 19:29:53,,,
aa-ki,あきない,2019/08/10 19:29:53,,,
aa-ki,商い神,2019/08/10 19:29:53,,,
aa-ki,あきないがみ,2019/08/10 19:29:53,,,
aa-ki,商いは草の種,2019/08/10 19:29:53,,,
aa-ki,あきないはくさのたね,2019/08/10 19:29:53,,,
aa-ki,あきなし,2019/08/10 19:29:53,,,
aa-ki,秋入学,2019/08/10 19:29:53,,,
aa-ki,あきにゅうがく,2019/08/10 19:29:53,,,
aa-ki,秋の4角形,2019/08/10 19:29:53,,,
aa-ki,秋の園遊会,2019/08/10 19:29:53,,,
aa-ki,あきのえんゆうかい,2019/08/10 19:29:53,,,
aa-ki,秋の四角形,2019/08/10 19:29:53,,,
aa-ki,あきのしかくけい,2019/08/10 19:29:53,,,
aa-ki,秋の陣,2019/08/10 19:29:53,,,
aa-ki,あきのじん,2019/08/10 19:29:53,,,
aa-ki,秋の大三角,2019/08/10 19:29:53,,,
aa-ki,あきのだいさんかく,2019/08/10 19:29:53,,,
aa-ki,秋の長雨,2019/08/10 19:29:53,,,
aa-ki,あきのながさめ,2019/08/10 19:29:53,,,
aa-ki,秋の彼岸,2019/08/10 19:29:53,,,
aa-ki,明の方,2019/08/10 19:29:53,,,
aa-ki,秋の味覚,2019/08/10 19:29:53,,,
aa-ki,あきのみかく,2019/08/10 19:29:53,,,
aa-ki,あき箱,2019/08/10 19:29:53,,,
aa-ki,飽き果つ,2019/08/10 19:29:53,,,
aa-ki,あきはつ,2019/08/10 19:29:53,,,
aa-ki,飽き果てる,2019/08/10 19:29:53,,,
aa-ki,あきはてる,2019/08/10 19:29:53,,,
aa-ki,秋葉系,2019/08/10 19:29:53,,,
aa-ki,アキバ系,2019/08/10 19:29:53,,,
aa-ki,アキバけい,2019/08/10 19:29:53,,,
aa-ki,空き箱,2019/08/10 19:29:53,,,
aa-ki,あきばこ,2019/08/10 19:29:53,,,
aa-ki,秋バテ,2019/08/10 19:29:53,,,
aa-ki,あきバテ,2019/08/10 19:29:53,,,
aa-ki,秋晴れのみぎり,2019/08/10 19:29:53,,,
aa-ki,あきばれのみぎり,2019/08/10 19:29:53,,,
aa-ki,秋彼岸,2019/08/10 19:29:53,,,
aa-ki,あきひがん,2019/08/10 19:29:53,,,
aa-ki,空き壜,2019/08/10 19:29:53,,,
aa-ki,空きビン,2019/08/10 19:29:53,,,
aa-ki,あきびん,2019/08/10 19:29:53,,,
aa-ki,飽きもせず,2019/08/10 19:29:53,,,
aa-ki,あきもせず,2019/08/10 19:29:53,,,
aa-ki,秋モデル,2019/08/10 19:29:53,,,
aa-ki,あきモデル,2019/08/10 19:29:53,,,
aa-ki,秋物,2019/08/10 19:29:53,,,
aa-ki,秋もの,2019/08/10 19:29:53,,,
aa-ki,あきもの,2019/08/10 19:29:53,,,
aa-ki,空家,2019/08/10 19:29:53,,,
aa-ki,空き家,2019/08/10 19:29:53,,,
aa-ki,あきや,2019/08/10 19:29:53,,,
aa-ki,亜急性,2019/08/10 19:29:53,,,
aa-ki,あきゅうせい,2019/08/10 19:29:53,,,
aa-ki,亜急性脊髄視神経症,2019/08/10 19:29:53,,,
aa-ki,アキュセラ,2019/08/10 19:29:53,,,
aa-ki,アキュラシーライン,2019/08/10 19:29:53,,,
aa-ki,郁々青々,2019/08/10 19:29:53,,,
aa-ki,明らかに,2019/08/10 19:29:53,,,
aa-ki,あきらかに,2019/08/10 19:29:53,,,
aa-ki,あきらかにする,2019/08/10 19:29:53,,,
aa-ku,アクアスキッパー,2019/08/10 19:59:53,,,
aa-ku,悪意の遺棄,2019/08/10 19:59:53,,,
aa-ku,あくいのいき,2019/08/10 19:59:53,,,
aa-ku,悪印象,2019/08/10 19:59:53,,,
aa-ku,あくいんしょう,2019/08/10 19:59:53,,,
aa-ku,悪環境,2019/08/10 19:59:53,,,
aa-ku,あくかんきょう,2019/08/10 19:59:53,,,
aa-ku,灰汁が強い,2019/08/10 19:59:53,,,
aa-ku,アクが強い,2019/08/10 19:59:53,,,
aa-ku,あくが強い,2019/08/10 19:59:53,,,
aa-ku,あくがつよい,2019/08/10 19:59:53,,,
aa-ku,アク禁,2019/08/10 19:59:53,,,
aa-ku,アクきん,2019/08/10 19:59:53,,,
aa-ku,悪戯な,2019/08/10 19:59:53,,,
aa-ku,悪逆,2019/08/10 19:59:53,,,
aa-ku,あくぎゃく,2019/08/10 19:59:53,,,
aa-ku,悪逆非道,2019/08/10 19:59:53,,,
aa-ku,あくぎゃくひどう,2019/08/10 19:59:53,,,
aa-ku,悪妻は百年の不作,2019/08/10 19:59:53,,,
aa-ku,あくさいはひゃくねんのふさく,2019/08/10 19:59:53,,,
aa-ku,アクサセリー,2019/08/10 19:59:53,,,
aa-ku,アクシスウェイト,2019/08/10 19:59:53,,,
aa-ku,アクシスチルト,2019/08/10 19:59:53,,,
aa-ku,アクシスポイント,2019/08/10 19:59:53,,,
aa-ku,アクシスローテーション,2019/08/10 19:59:53,,,
aa-ku,悪質タックル,2019/08/10 19:59:53,,,
aa-ku,あくしつタックル,2019/08/10 19:59:53,,,
aa-ku,悪質犯罪,2019/08/10 19:59:53,,,
aa-ku,あくしつはんざい,2019/08/10 19:59:53,,,
aa-ku,握手会,2019/08/10 19:59:53,,,
aa-ku,あくしゅかい,2019/08/10 19:59:53,,,
aa-ku,握手乞食,2019/08/10 19:59:53,,,
aa-ku,あくしゅこじき,2019/08/10 19:59:53,,,
aa-ku,悪性格,2019/08/10 19:59:53,,,
aa-ku,アクション映画,2019/08/10 19:59:53,,,
aa-ku,アクションえいが,2019/08/10 19:59:53,,,
aa-ku,悪事千里,2019/08/10 19:59:53,,,
aa-ku,あくじせんり,2019/08/10 19:59:53,,,
aa-ku,悪事を働く,2019/08/10 19:59:53,,,
aa-ku,あくじをはたらく,2019/08/10 19:59:53,,,
aa-ku,アクセス禁止,2019/08/10 19:59:53,,,
aa-ku,アクセスランキング,2019/08/10 19:59:53,,,
aa-ku,アクセレータ,2019/08/10 19:59:53,,,
aa-ku,悪俗,2019/08/10 19:59:53,,,
aa-ku,あくぞく,2019/08/10 19:59:53,,,
aa-ku,悪態を吐く,2019/08/10 19:59:53,,,
aa-ku,悪態をつく,2019/08/10 19:59:53,,,
aa-ku,あくたいをつく,2019/08/10 19:59:53,,,
aa-ku,アクティブデザイン,2019/08/10 19:59:53,,,
aa-ku,アクティブラーニング,2019/08/10 19:59:53,,,
aa-ku,アクティブレスト,2019/08/10 19:59:53,,,
aa-ku,悪徳商法,2019/08/10 19:59:53,,,
aa-ku,あくとくしょうほう,2019/08/10 19:59:53,,,
aa-ku,悪徳探偵,2019/08/10 19:59:53,,,
aa-ku,あくとくたんてい,2019/08/10 19:59:53,,,
aa-ku,踵を巡らす,2019/08/10 19:59:53,,,
aa-ku,踵をめぐらす,2019/08/10 19:59:53,,,
aa-ku,悪どい,2019/08/10 19:59:53,,,
aa-ku,飽く無き,2019/08/10 19:59:53,,,
aa-ku,飽くなき,2019/08/10 19:59:53,,,
aa-ku,あくなき,2019/08/10 19:59:53,,,
aa-ku,悪に強いは善にも強い,2019/08/10 19:59:53,,,
aa-ku,悪に強い者は善にも強い,2019/08/10 19:59:53,,,
aa-ku,悪に強ければ善にも強い,2019/08/10 19:59:53,,,
aa-ku,悪に強ければ善にも強し,2019/08/10 19:59:53,,,
aa-ku,あくにつよければぜんにもつよし,2019/08/10 19:59:53,,,
aa-ku,アクネ菌,2019/08/10 19:59:53,,,
aa-ku,アクネきん,2019/08/10 19:59:53,,,
aa-ku,悪の化身,2019/08/10 19:59:53,,,
aa-ku,あくのけしん,2019/08/10 19:59:53,,,
aa-ku,灰汁の強い,2019/08/10 19:59:53,,,
aa-ku,あくの強い,2019/08/10 19:59:53,,,
aa-ku,あくのつよい,2019/08/10 19:59:53,,,
aa-ku,悪の手先,2019/08/10 19:59:53,,,
aa-ku,あくのてさき,2019/08/10 19:59:53,,,
aa-ku,悪の報いは針の先,2019/08/10 19:59:53,,,
aa-ku,あくのむくいははりのさき,2019/08/10 19:59:53,,,
aa-ku,握把,2019/08/10 19:59:53,,,
aa-ku,あくは,2019/08/10 19:59:53,,,
aa-ku,灰汁引き,2019/08/10 19:59:53,,,
aa-ku,アク引き,2019/08/10 19:59:53,,,
aa-ku,あくひき,2019/08/10 19:59:53,,,
aa-ku,悪品,2019/08/10 19:59:53,,,
aa-ku,あくひん,2019/08/10 19:59:53,,,
aa-ku,欠伸を噛み殺す,2019/08/10 19:59:53,,,
aa-ku,あくびを噛み殺す,2019/08/10 19:59:53,,,
aa-ku,あくびをかみころす,2019/08/10 19:59:53,,,
aa-ku,悪法も法なり,2019/08/10 19:59:53,,,
aa-ku,あくほうもほうなり,2019/08/10 19:59:53,,,
aa-ku,悪法も又法也,2019/08/10 19:59:53,,,
aa-ku,悪法も又法なり,2019/08/10 19:59:53,,,
aa-ku,悪法もまた法なり,2019/08/10 19:59:53,,,
aa-ku,あくほうもまたほうなり,2019/08/10 19:59:53,,,
aa-ku,悪魔主義,2019/08/10 19:59:53,,,
aa-ku,あくましゅぎ,2019/08/10 19:59:53,,,
aa-ku,悪魔主義者,2019/08/10 19:59:53,,,
aa-ku,あくましゅぎしゃ,2019/08/10 19:59:53,,,
aa-ku,悪魔崇拝,2019/08/10 19:59:53,,,
aa-ku,あくますうはい,2019/08/10 19:59:53,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
